year,id_,marital,childs,age,degree,sex,happy,satjob,realrinc,ballot
2016,659,Married,3,52,High school,MALE,Pretty happy,Very satisfied,7605.0,Ballot b
2016,660,Separated,3,49,Bachelor's,FEMALE,Very happy,.i:  Inapplicable,15210.0,Ballot a
2016,661,Widowed,6,83,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot c
2016,662,Never married,0,23,High school,MALE,Not too happy,.i:  Inapplicable,-100.0,Ballot c
2016,663,Never married,0,36,Graduate,FEMALE,Very happy,Very satisfied,31590.0,Ballot b
2016,664,Married,1,79,Bachelor's,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot c
2016,665,Married,3,61,High school,FEMALE,Very happy,.i:  Inapplicable,15210.0,Ballot a
2016,666,Married,2,40,High school,MALE,Very happy,Moderately satisfied,31590.0,Ballot c
2016,667,Never married,2,27,High school,FEMALE,Pretty happy,Moderately satisfied,-100.0,Ballot b
2016,668,Married,1,57,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,669,Never married,0,27,High school,MALE,Not too happy,Very satisfied,15210.0,Ballot c
2016,670,Divorced,3,66,Associate/junior college,FEMALE,Pretty happy,Very satisfied,8775.0,Ballot b
2016,671,Married,4,74,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,672,Divorced,3,57,High school,FEMALE,Very happy,.i:  Inapplicable,21060.0,Ballot a
2016,673,Never married,1,27,High school,FEMALE,Pretty happy,Very dissatisfied,7605.0,Ballot c
2016,674,Married,2,28,High school,FEMALE,Pretty happy,A little dissatisfied,6435.0,Ballot b
2016,675,Never married,1,33,High school,FEMALE,Pretty happy,Very satisfied,936.0,Ballot a
2016,676,Married,1,39,Graduate,MALE,Very happy,Moderately satisfied,46800.0,Ballot c
2016,677,Never married,0,27,Bachelor's,MALE,Pretty happy,Very satisfied,11115.0,Ballot b
2016,678,Never married,0,34,Graduate,MALE,Pretty happy,Moderately satisfied,2574.0,Ballot a
2016,679,Never married,3,28,High school,MALE,Pretty happy,Moderately satisfied,38610.0,Ballot c
2016,680,Never married,0,50,Bachelor's,MALE,Pretty happy,Moderately satisfied,31590.0,Ballot b
2016,681,Married,4,30,High school,MALE,Very happy,Moderately satisfied,21060.0,Ballot c
2016,682,Divorced,1,68,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot c
2016,683,Married,2,70,Less than high school,FEMALE,Very happy,.i:  Inapplicable,-100.0,Ballot b
2016,684,Divorced,3,55,High school,MALE,Not too happy,.i:  Inapplicable,-100.0,Ballot a
2016,685,Divorced,3,59,High school,MALE,Not too happy,Moderately satisfied,31590.0,Ballot a
2016,686,Separated,3,60,High school,FEMALE,Not too happy,A little dissatisfied,11115.0,Ballot c
2016,687,Never married,0,19,High school,FEMALE,Very happy,Moderately satisfied,-100.0,Ballot b
2016,688,Never married,0,19,Less than high school,MALE,Very happy,.i:  Inapplicable,-100.0,Ballot a
2016,689,Married,0,48,High school,FEMALE,Not too happy,Moderately satisfied,11115.0,Ballot c
2016,690,Married,0,27,High school,MALE,Pretty happy,Moderately satisfied,25740.0,Ballot c
2016,691,Married,3,33,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,692,Widowed,4,79,Less than high school,MALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot b
2016,693,Separated,3,56,Less than high school,MALE,Very happy,Very satisfied,9945.0,Ballot a
2016,694,Married,3,53,Less than high school,MALE,Not too happy,.i:  Inapplicable,12870.0,Ballot a
2016,695,Never married,5,32,High school,MALE,Pretty happy,Moderately satisfied,3042.0,Ballot c
2016,696,Never married,0,21,High school,MALE,Pretty happy,Moderately satisfied,-100.0,Ballot c
2016,697,Married,3,42,Less than high school,MALE,Pretty happy,Very satisfied,46800.0,Ballot b
2016,698,Never married,0,28,High school,FEMALE,Not too happy,Moderately satisfied,7605.0,Ballot b
2016,699,Separated,1,22,Less than high school,FEMALE,Not too happy,.i:  Inapplicable,2106.0,Ballot a
2016,700,Married,2,40,High school,MALE,Pretty happy,Very satisfied,21060.0,Ballot c
2016,701,Never married,1,44,Less than high school,MALE,Not too happy,Very satisfied,-100.0,Ballot b
2016,702,Never married,0,22,Associate/junior college,MALE,Very happy,.i:  Inapplicable,9945.0,Ballot a
2016,703,Married,0,35,Graduate,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,704,Married,2,64,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,705,Divorced,3,40,Bachelor's,FEMALE,Pretty happy,Moderately satisfied,25740.0,Ballot b
2016,706,Divorced,2,36,Bachelor's,FEMALE,Pretty happy,Moderately satisfied,3042.0,Ballot b
2016,707,Married,2,51,Less than high school,FEMALE,Very happy,Very satisfied,-100.0,Ballot c
2016,708,Married,3,54,Less than high school,MALE,Not too happy,Very satisfied,17550.0,Ballot b
2016,709,Separated,3,36,High school,MALE,Very happy,.i:  Inapplicable,25740.0,Ballot a
2016,710,Separated,6,44,Less than high school,FEMALE,Not too happy,Very satisfied,8775.0,Ballot b
2016,711,Married,1,37,High school,MALE,Pretty happy,Moderately satisfied,2574.0,Ballot c
2016,712,Divorced,1,50,Bachelor's,FEMALE,Not too happy,Moderately satisfied,936.0,Ballot b
2016,713,Married,0,25,Bachelor's,FEMALE,Very happy,Very satisfied,9945.0,Ballot a
2016,714,Separated,3,44,Less than high school,MALE,Very happy,Very satisfied,9945.0,Ballot c
2016,715,Married,1,22,High school,FEMALE,Pretty happy,Moderately satisfied,-100.0,Ballot b
2016,716,Separated,3,40,Less than high school,FEMALE,Not too happy,.i:  Inapplicable,17550.0,Ballot a
2016,717,Married,3,28,High school,FEMALE,Pretty happy,.n:  No answer,-100.0,Ballot c
2016,718,Married,3,40,High school,FEMALE,Pretty happy,Very satisfied,-100.0,Ballot b
2016,719,Married,0,59,High school,FEMALE,Pretty happy,Very satisfied,21060.0,Ballot a
2016,720,Divorced,0,37,High school,FEMALE,Pretty happy,.n:  No answer,-100.0,Ballot b
2016,721,Never married,0,26,Bachelor's,MALE,Very happy,.i:  Inapplicable,-100.0,Ballot a
2016,722,Married,1,27,Associate/junior college,MALE,Very happy,Moderately satisfied,31590.0,Ballot c
2016,723,Never married,0,69,High school,FEMALE,Very happy,Very satisfied,7605.0,Ballot a
2016,724,Never married,1,53,High school,FEMALE,Not too happy,Moderately satisfied,2574.0,Ballot c
2016,725,Divorced,6,52,High school,MALE,Very happy,.i:  Inapplicable,-100.0,Ballot a
2016,726,Divorced,0,42,High school,MALE,Very happy,Very satisfied,17550.0,Ballot b
2016,727,Married,5,60,Less than high school,FEMALE,Very happy,Very satisfied,936.0,Ballot c
2016,728,Divorced,2,60,Bachelor's,MALE,Pretty happy,Very satisfied,65520.0,Ballot c
2016,729,Divorced,2,59,Bachelor's,FEMALE,Pretty happy,Very satisfied,38610.0,Ballot a
2016,730,Divorced,1,57,High school,MALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,731,Never married,0,30,High school,FEMALE,Not too happy,Very satisfied,234.0,Ballot b
2016,732,Never married,2,37,Associate/junior college,FEMALE,Not too happy,Very satisfied,11115.0,Ballot c
2016,733,Never married,4,40,High school,FEMALE,Not too happy,Moderately satisfied,3042.0,Ballot c
2016,734,Married,1,33,Associate/junior college,MALE,Pretty happy,Moderately satisfied,2106.0,Ballot b
2016,735,Divorced,3,51,High school,FEMALE,Very happy,Moderately satisfied,17550.0,Ballot c
2016,736,Married,2,46,Associate/junior college,MALE,Very happy,Very satisfied,31590.0,Ballot b
2016,737,Married,0,52,Graduate,FEMALE,Very happy,Very satisfied,31590.0,Ballot b
2016,738,Widowed,0,.n:  No answer,Graduate,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot c
2016,739,Married,3,77,High school,FEMALE,Very happy,.i:  Inapplicable,-100.0,Ballot a
2016,740,Married,0,56,Bachelor's,FEMALE,Very happy,Very satisfied,15210.0,Ballot c
2016,741,Married,1,25,High school,MALE,Pretty happy,Moderately satisfied,15210.0,Ballot a
2016,742,Divorced,2,48,High school,FEMALE,Pretty happy,.i:  Inapplicable,31590.0,Ballot a
2016,743,Divorced,1,61,High school,MALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot c
2016,744,Never married,0,19,High school,FEMALE,Pretty happy,Very satisfied,-100.0,Ballot b
2016,745,Married,2,36,Less than high school,FEMALE,Very happy,.i:  Inapplicable,-100.0,Ballot a
2016,746,Never married,0,28,Bachelor's,FEMALE,Not too happy,Moderately satisfied,5265.0,Ballot c
2016,747,Never married,0,23,Bachelor's,MALE,Pretty happy,Moderately satisfied,11115.0,Ballot a
2016,748,Never married,0,29,High school,FEMALE,Pretty happy,Very satisfied,11115.0,Ballot c
2016,749,Divorced,1,69,Bachelor's,MALE,Pretty happy,Very satisfied,38610.0,Ballot b
2016,750,Never married,0,35,Bachelor's,MALE,Pretty happy,Moderately satisfied,12870.0,Ballot b
2016,751,Divorced,1,38,High school,FEMALE,Pretty happy,Very satisfied,5265.0,Ballot c
2016,752,Never married,1,31,Associate/junior college,FEMALE,Pretty happy,Moderately satisfied,21060.0,Ballot b
2016,753,Never married,0,42,High school,FEMALE,Pretty happy,A little dissatisfied,7605.0,Ballot b
2016,754,Married,1,78,Graduate,MALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot c
2016,755,Widowed,2,31,Less than high school,FEMALE,Pretty happy,Moderately satisfied,7605.0,Ballot b
2016,756,Separated,3,67,Less than high school,FEMALE,Very happy,.i:  Inapplicable,-100.0,Ballot a
2016,757,Married,2,48,Bachelor's,FEMALE,Pretty happy,Moderately satisfied,31590.0,Ballot c
2016,758,Married,3,68,Associate/junior college,MALE,Very happy,.i:  Inapplicable,65520.0,Ballot a
2016,759,Never married,6,42,High school,MALE,Very happy,Very satisfied,21060.0,Ballot c
2016,760,Married,1,65,High school,FEMALE,Very happy,Very satisfied,8775.0,Ballot a
2016,761,Divorced,3,44,High school,FEMALE,Pretty happy,Very dissatisfied,-100.0,Ballot b
2016,762,Widowed,2,77,High school,FEMALE,Not too happy,.i:  Inapplicable,-100.0,Ballot a
2016,763,Married,3,62,High school,FEMALE,Pretty happy,Very satisfied,56160.0,Ballot a
2016,764,Divorced,2,51,Less than high school,MALE,Pretty happy,Very satisfied,5265.0,Ballot c
2016,765,Never married,0,21,High school,FEMALE,Not too happy,.d:  Do not Know/Cannot Choose,-100.0,Ballot b
2016,766,Divorced,1,28,Less than high school,FEMALE,Very happy,Very satisfied,17550.0,Ballot c
2016,767,Never married,0,20,High school,FEMALE,Very happy,.i:  Inapplicable,-100.0,Ballot b
2016,768,Never married,0,19,High school,FEMALE,Not too happy,Very satisfied,234.0,Ballot b
2016,769,Married,3,53,High school,FEMALE,Pretty happy,Moderately satisfied,-100.0,Ballot c
2016,770,Married,2,40,High school,FEMALE,Pretty happy,Moderately satisfied,12870.0,Ballot a
2016,771,Married,1,51,Bachelor's,MALE,Pretty happy,Moderately satisfied,46800.0,Ballot c
2016,772,Divorced,3,65,High school,MALE,Not too happy,.i:  Inapplicable,-100.0,Ballot c
2016,773,Divorced,2,51,High school,FEMALE,Pretty happy,Moderately satisfied,8775.0,Ballot a
2016,774,Married,2,60,Associate/junior college,MALE,Pretty happy,.i:  Inapplicable,46800.0,Ballot a
2016,775,Divorced,3,57,High school,MALE,Pretty happy,Moderately satisfied,8775.0,Ballot c
2016,776,Divorced,4,70,High school,FEMALE,Not too happy,.i:  Inapplicable,-100.0,Ballot b
2016,777,Married,3,53,High school,FEMALE,Very happy,.i:  Inapplicable,-100.0,Ballot c
2016,778,Never married,2,37,Bachelor's,FEMALE,Pretty happy,Very satisfied,3042.0,Ballot b
2016,779,Never married,1,56,High school,MALE,Very happy,.i:  Inapplicable,15210.0,Ballot a
2016,780,Divorced,2,59,High school,FEMALE,Pretty happy,Very satisfied,-100.0,Ballot b
2016,781,Never married,0,21,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot c
2016,782,Never married,0,59,Less than high school,MALE,Pretty happy,Very satisfied,21060.0,Ballot b
2016,783,Widowed,3,66,High school,MALE,Very happy,.i:  Inapplicable,-100.0,Ballot b
2016,784,Married,4,56,Associate/junior college,MALE,Very happy,Very satisfied,12870.0,Ballot b
2016,785,Married,3,56,High school,FEMALE,Pretty happy,Very satisfied,15210.0,Ballot b
2016,786,Never married,1,24,Associate/junior college,FEMALE,Pretty happy,Moderately satisfied,5265.0,Ballot a
2016,787,Widowed,3,87,High school,FEMALE,Very happy,.i:  Inapplicable,-100.0,Ballot c
2016,788,Never married,0,22,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,789,Divorced,5,51,High school,MALE,Not too happy,Moderately satisfied,12870.0,Ballot c
2016,790,Married,1,56,High school,FEMALE,Pretty happy,A little dissatisfied,15210.0,Ballot b
2016,791,Married,4,47,Bachelor's,FEMALE,Pretty happy,Moderately satisfied,-100.0,Ballot a
2016,792,Never married,0,18,Less than high school,MALE,Not too happy,.i:  Inapplicable,-100.0,Ballot b
2016,793,Never married,2,26,Less than high school,FEMALE,Pretty happy,Moderately satisfied,2574.0,Ballot b
2016,794,Never married,0,27,High school,FEMALE,Not too happy,.i:  Inapplicable,936.0,Ballot c
2016,795,Never married,0,20,High school,MALE,Very happy,Moderately satisfied,-100.0,Ballot a
2016,796,Divorced,3,33,High school,FEMALE,Pretty happy,Moderately satisfied,15210.0,Ballot b
2016,797,Never married,2,31,High school,FEMALE,Very happy,Very satisfied,7605.0,Ballot c
2016,798,Divorced,1,70,Graduate,FEMALE,Pretty happy,Very satisfied,21060.0,Ballot b
2016,799,Never married,0,51,Bachelor's,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,800,Married,3,87,Bachelor's,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,801,Divorced,2,54,Bachelor's,FEMALE,Pretty happy,Very satisfied,-100.0,Ballot c
2016,802,Married,2,81,High school,FEMALE,Very happy,.i:  Inapplicable,-100.0,Ballot a
2016,803,Never married,0,25,Associate/junior college,MALE,Pretty happy,Moderately satisfied,-100.0,Ballot b
2016,804,Married,2,47,High school,MALE,Very happy,Very satisfied,3510.0,Ballot a
2016,805,Married,2,65,Bachelor's,MALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,806,Married,4,75,Less than high school,MALE,Very happy,.i:  Inapplicable,-100.0,Ballot a
2016,807,Married,0,46,Bachelor's,MALE,Pretty happy,Moderately satisfied,74880.0,Ballot a
2016,808,Divorced,0,51,High school,MALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot b
2016,809,Married,0,53,Graduate,MALE,Pretty happy,Moderately satisfied,65520.0,Ballot a
2016,810,Married,4,45,Bachelor's,FEMALE,Pretty happy,Moderately satisfied,-100.0,Ballot c
2016,811,Never married,0,18,High school,FEMALE,Pretty happy,.i:  Inapplicable,936.0,Ballot b
2016,812,Married,2,52,Graduate,FEMALE,Very happy,Very satisfied,21060.0,Ballot a
2016,813,Divorced,3,56,Bachelor's,FEMALE,Very happy,Very satisfied,-100.0,Ballot c
2016,814,Married,2,34,Bachelor's,MALE,Very happy,Very satisfied,38610.0,Ballot b
2016,815,Never married,4,58,Bachelor's,FEMALE,Pretty happy,Very satisfied,-100.0,Ballot c
2016,816,Never married,2,59,High school,MALE,Pretty happy,Moderately satisfied,15210.0,Ballot b
2016,817,Widowed,1,69,Graduate,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,818,Widowed,6,67,High school,FEMALE,Not too happy,.i:  Inapplicable,-100.0,Ballot a
2016,819,Never married,0,54,Bachelor's,FEMALE,Not too happy,.i:  Inapplicable,-100.0,Ballot c
2016,820,Married,3,53,High school,MALE,Very happy,Moderately satisfied,25740.0,Ballot a
2016,821,Separated,2,47,High school,FEMALE,Pretty happy,Very satisfied,6435.0,Ballot c
2016,822,Married,3,47,Bachelor's,MALE,Pretty happy,.i:  Inapplicable,38610.0,Ballot a
2016,823,Widowed,1,63,Less than high school,FEMALE,Not too happy,Very satisfied,-100.0,Ballot c
2016,824,Never married,2,32,Bachelor's,FEMALE,Not too happy,Very satisfied,21060.0,Ballot c
2016,825,Married,0,28,Bachelor's,FEMALE,Pretty happy,Moderately satisfied,25740.0,Ballot b
2016,826,Married,1,23,High school,FEMALE,Pretty happy,A little dissatisfied,6435.0,Ballot c
2016,827,Never married,0,53,Bachelor's,FEMALE,Not too happy,A little dissatisfied,31590.0,Ballot b
2016,828,Separated,1,39,Less than high school,FEMALE,Not too happy,Very satisfied,2106.0,Ballot a
2016,829,Never married,4,38,High school,FEMALE,Not too happy,Very satisfied,21060.0,Ballot c
2016,830,Married,2,51,High school,MALE,Pretty happy,.i:  Inapplicable,17550.0,Ballot a
2016,831,Never married,0,66,Bachelor's,FEMALE,Pretty happy,Moderately satisfied,31590.0,Ballot c
2016,832,Married,1,54,Graduate,MALE,Very happy,Very satisfied,74880.0,Ballot c
2016,833,Married,2,68,High school,MALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,834,Widowed,0,58,Bachelor's,MALE,Not too happy,Very satisfied,164382.03756,Ballot c
2016,835,Married,3,47,Graduate,MALE,Pretty happy,Very satisfied,164382.03756,Ballot b
2016,836,Married,2,33,Graduate,FEMALE,Very happy,Very satisfied,31590.0,Ballot a
2016,837,Widowed,3,66,Bachelor's,FEMALE,Very happy,Very satisfied,-100.0,Ballot c
2016,838,Never married,1,27,High school,MALE,Pretty happy,Moderately satisfied,12870.0,Ballot c
2016,839,Separated,3,54,High school,MALE,Pretty happy,.i:  Inapplicable,7605.0,Ballot b
2016,840,Divorced,1,53,High school,MALE,Pretty happy,.i:  Inapplicable,46800.0,Ballot a
2016,841,Married,0,54,Associate/junior college,MALE,Pretty happy,Very satisfied,9945.0,Ballot c
2016,842,Divorced,4,51,High school,FEMALE,Pretty happy,Moderately satisfied,3042.0,Ballot b
2016,843,Divorced,3,67,High school,MALE,Not too happy,.i:  Inapplicable,-100.0,Ballot c
2016,844,Divorced,0,67,High school,FEMALE,Pretty happy,Very satisfied,3510.0,Ballot b
2016,845,Never married,1,65,High school,FEMALE,Not too happy,.i:  Inapplicable,-100.0,Ballot a
2016,846,Never married,0,23,Associate/junior college,FEMALE,Pretty happy,Moderately satisfied,-100.0,Ballot b
2016,847,Never married,0,27,High school,FEMALE,Pretty happy,Very satisfied,15210.0,Ballot a
2016,848,Never married,1,28,High school,MALE,Pretty happy,Very satisfied,-100.0,Ballot c
2016,849,Never married,0,34,Bachelor's,FEMALE,Pretty happy,A little dissatisfied,21060.0,Ballot b
2016,850,Never married,0,27,Bachelor's,FEMALE,Pretty happy,Moderately satisfied,4212.0,Ballot a
2016,851,Never married,6,60,Less than high school,MALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,852,Never married,0,26,Associate/junior college,MALE,Not too happy,Moderately satisfied,21060.0,Ballot b
2016,853,Widowed,5,74,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,854,Never married,0,44,High school,FEMALE,Very happy,Very satisfied,234.0,Ballot c
2016,855,Married,2,31,High school,MALE,Pretty happy,Moderately satisfied,21060.0,Ballot b
2016,856,Divorced,3,63,High school,MALE,Very happy,.i:  Inapplicable,-100.0,Ballot c
2016,857,Divorced,2,72,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,858,Never married,0,25,Bachelor's,MALE,Pretty happy,A little dissatisfied,-100.0,Ballot c
2016,859,Never married,2,35,Bachelor's,MALE,Very happy,.i:  Inapplicable,17550.0,Ballot a
2016,860,Married,0,56,High school,MALE,Very happy,Moderately satisfied,-100.0,Ballot c
2016,861,Never married,0,20,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot b
2016,862,Widowed,0,75,High school,MALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,863,Married,2,43,Bachelor's,FEMALE,Very happy,Very satisfied,65520.0,Ballot c
2016,864,Never married,0,28,Graduate,FEMALE,Pretty happy,Moderately satisfied,2574.0,Ballot b
2016,865,Divorced,4,68,Associate/junior college,MALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,866,Divorced,0,61,Bachelor's,FEMALE,Pretty happy,Moderately satisfied,21060.0,Ballot c
2016,867,Never married,0,46,High school,FEMALE,Not too happy,A little dissatisfied,15210.0,Ballot a
2016,868,Never married,0,53,Graduate,MALE,Pretty happy,Very satisfied,31590.0,Ballot c
2016,869,Widowed,4,79,High school,FEMALE,Not too happy,.i:  Inapplicable,-100.0,Ballot b
2016,870,Married,0,35,Bachelor's,FEMALE,Pretty happy,Moderately satisfied,17550.0,Ballot c
2016,871,Divorced,3,70,Graduate,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot b
2016,872,Divorced,3,59,High school,FEMALE,Not too happy,.i:  Inapplicable,-100.0,Ballot b
2016,873,Never married,.d:  Do not Know/Cannot Choose,54,.n:  No answer,MALE,.n:  No answer,.i:  Inapplicable,-100.0,Ballot a
2016,874,Never married,3,47,Less than high school,MALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot c
2016,875,Married,0,22,High school,FEMALE,Not too happy,Very dissatisfied,11115.0,Ballot b
2016,876,Divorced,1,65,Associate/junior college,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot b
2016,877,Married,2,81,Associate/junior college,FEMALE,Not too happy,.i:  Inapplicable,-100.0,Ballot c
2016,878,Married,6,74,Graduate,MALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot b
2016,879,Married,4,77,Bachelor's,FEMALE,Very happy,.i:  Inapplicable,-100.0,Ballot a
2016,880,Never married,0,22,High school,MALE,Pretty happy,A little dissatisfied,12870.0,Ballot b
2016,881,Married,2,54,Graduate,MALE,Pretty happy,.i:  Inapplicable,7605.0,Ballot a
2016,882,Married,2,48,Bachelor's,FEMALE,Very happy,Very satisfied,12870.0,Ballot b
2016,883,Never married,0,43,Bachelor's,MALE,Pretty happy,Moderately satisfied,46800.0,Ballot a
2016,884,Never married,0,27,Associate/junior college,FEMALE,Pretty happy,Moderately satisfied,12870.0,Ballot c
2016,885,Married,0,30,Bachelor's,FEMALE,Very happy,Moderately satisfied,164382.03756,Ballot a
2016,886,Married,3,52,Graduate,MALE,Pretty happy,Very satisfied,164382.03756,Ballot c
2016,887,Married,1,55,Associate/junior college,FEMALE,Pretty happy,.i:  Inapplicable,3042.0,Ballot a
2016,888,Married,2,40,Bachelor's,MALE,Pretty happy,Very satisfied,164382.03756,Ballot c
2016,889,Widowed,3,51,Associate/junior college,MALE,Not too happy,A little dissatisfied,17550.0,Ballot b
2016,890,Never married,0,21,High school,FEMALE,Not too happy,Moderately satisfied,4212.0,Ballot a
2016,891,Never married,0,29,High school,MALE,Very happy,Moderately satisfied,9945.0,Ballot b
2016,892,Widowed,7,83,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot b
2016,893,Widowed,5,81,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,894,Widowed,2,66,Graduate,FEMALE,Very happy,.i:  Inapplicable,-100.0,Ballot c
2016,895,Divorced,2,72,Bachelor's,MALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot b
2016,896,Divorced,2,78,High school,FEMALE,Not too happy,.i:  Inapplicable,-100.0,Ballot a
2016,897,Divorced,2,80,High school,MALE,Very happy,.i:  Inapplicable,-100.0,Ballot b
2016,898,Married,2,60,High school,FEMALE,Pretty happy,Moderately satisfied,-100.0,Ballot b
2016,899,Never married,0,24,High school,MALE,Pretty happy,Very satisfied,8775.0,Ballot b
2016,900,Divorced,2,81,Graduate,MALE,Pretty happy,Moderately satisfied,9945.0,Ballot b
2016,901,Never married,0,33,Associate/junior college,FEMALE,Not too happy,Very satisfied,25740.0,Ballot a
2016,902,Widowed,1,89 or older,Less than high school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot b
2016,903,Never married,1,23,High school,MALE,Pretty happy,.i:  Inapplicable,17550.0,Ballot a
2016,904,Never married,0,22,High school,FEMALE,Pretty happy,Moderately satisfied,-100.0,Ballot c
2016,905,Married,3,31,High school,MALE,Very happy,.i:  Inapplicable,21060.0,Ballot b
2016,906,Married,3,34,Less than high school,FEMALE,Very happy,.i:  Inapplicable,-100.0,Ballot b
2016,907,Widowed,3,87,Less than high school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,908,Divorced,0,47,High school,FEMALE,Pretty happy,Very satisfied,46800.0,Ballot b
2016,909,Never married,0,35,High school,MALE,Pretty happy,Very satisfied,31590.0,Ballot c
2016,910,Widowed,5,76,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot b
2016,911,Widowed,5,44,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot c
2016,912,Never married,0,27,Bachelor's,FEMALE,Pretty happy,Moderately satisfied,15210.0,Ballot b
2016,913,Never married,0,19,High school,FEMALE,Very happy,Very satisfied,936.0,Ballot a
2016,914,Married,2,39,Bachelor's,FEMALE,Pretty happy,Very satisfied,-100.0,Ballot b
2016,915,Married,3,58,Bachelor's,FEMALE,Pretty happy,Very dissatisfied,-100.0,Ballot b
2016,916,Divorced,6,42,High school,FEMALE,Pretty happy,Very satisfied,17550.0,Ballot c
2016,917,Divorced,3,71,High school,FEMALE,Very happy,Very satisfied,-100.0,Ballot b
2016,918,Married,5,43,High school,FEMALE,Pretty happy,Very satisfied,-100.0,Ballot c
2016,919,Never married,1,30,High school,FEMALE,Very happy,Very satisfied,15210.0,Ballot c
2016,920,Married,2,51,Graduate,FEMALE,Very happy,.i:  Inapplicable,21060.0,Ballot a
2016,921,Divorced,1,39,High school,FEMALE,Not too happy,Moderately satisfied,38610.0,Ballot c
2016,922,Married,2,27,High school,FEMALE,Pretty happy,Moderately satisfied,-100.0,Ballot b
2016,923,Married,4,66,Bachelor's,MALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot a
2016,924,Married,3,60,Graduate,MALE,Very happy,Moderately satisfied,56160.0,Ballot b
2016,925,Never married,0,19,High school,FEMALE,Not too happy,.i:  Inapplicable,5265.0,Ballot a
2016,926,Married,1,30,High school,MALE,Pretty happy,.i:  Inapplicable,15210.0,Ballot a
2016,927,Married,2,37,High school,FEMALE,Pretty happy,A little dissatisfied,21060.0,Ballot c
2016,928,Married,2,50,High school,MALE,Very happy,Moderately satisfied,21060.0,Ballot c
2016,929,Married,3,35,High school,FEMALE,Very happy,.i:  Inapplicable,1638.0,Ballot a
2016,930,Married,0,44,Bachelor's,MALE,Very happy,Very satisfied,46800.0,Ballot b
2016,931,Married,7,70,High school,FEMALE,Pretty happy,.i:  Inapplicable,-100.0,Ballot c
2016,932,Never married,0,20,Less than high school,FEMALE,Very happy,A little dissatisfied,-100.0,Ballot b
2016,933,Never married,5,33,Less than high school,FEMALE,Very happy,Very dissatisfied,-100.0,Ballot c
2016,934,Married,4,51,High school,MALE,Very happy,Very satisfied,25740.0,Ballot a
2016,935,Married,3,62,Less than high school,MALE,Very happy,.i:  Inapplicable,-100.0,Ballot c
2016,936,Married,3,46,High school,FEMALE,Pretty happy,Moderately satisfied,-100.0,Ballot a
2016,937,Married,2,47,High school,MALE,Not too happy,Very satisfied,12870.0,Ballot c
2016,938,Married,0,56,Bachelor's,FEMALE,Very happy,Very satisfied,25740.0,Ballot a
2016,939,Never married,0,27,Graduate,FEMALE,Very happy,.i:  Inapplicable,4212.0,Ballot a
2016,940,Married,0,27,Graduate,FEMALE,Pretty happy,.i:  Inapplicable,12870.0,Ballot a
2016,941,Divorced,2,40,Graduate,MALE,Pretty happy,Very satisfied,25740.0,Ballot a
